Abstract,Label
"Analysis of methotrexate treatment effect in a longitudinal observational study: utility of cluster analysis. We studied 235 patients with rheumatoid arthritis (RA) beginning therapy with methotrexate utilizing a k-means clustering algorithm. Four groups were identified: mild RA (Group 3), very severe RA (Group 4), and 2 groups intermediate in severity (Groups 1 and 2). Group 2, the largest of the clusters (n = 89), appeared to have greater tolerability of RA as measured by severity and psychological variables, and took the drug almost twice as long as other groups, although improvement was not greater nor side effects fewer. All groups improved over a mean of 1.9 years, and the degree of improvement was not related to the initial severity classification. Improvement occurred almost equally in all clusters, and the relative ranking of the groups was maintained at study closure.",Skin_and_Connective_Tissue_Diseases
"Isolation of a human epidermal cDNA corresponding to the 180-kD autoantigen recognized by bullous pemphigoid and herpes gestationis sera. Immunolocalization of this protein to the hemidesmosome. Autoantibodies present in the sera of patients with bullous pemphigoid (BP) bind to the basement membrane zone of normal human skin and commonly recognize two epidermal proteins, the BP240 and BP180 antigens. Two BP antigen cDNA clones from a lambda gt11 human keratinocyte library have been identified on the basis of reactivity with a BP serum. The fusion protein (FP) produced by one clone immunoadsorbed autoantibodies, which specifically recognized the BP180 by antigen, showing no cross-reactivity with BP240 by immunoblot analysis. The FP produced by the second clone immunoadsorbed autoantibodies which specifically reacted with the BP240 epidermal antigen. Northern blot analysis demonstrated that the BP180 and BP240 antigens are encoded by distinct RNA transcripts with lengths of 6.0 and 8.5 kb, respectively. Immunoblot analysis of the BP180 lysogen extract identified a 135-kD FP which was recognized by 7 of 16 BP sera and 7 of 8 herpes gestationis sera. A rabbit antiserum prepared against the lysogenic BP180 FP specifically recognized the BP180 antigen from human epidermal extracts by immunoblotting, labeled the BMZ by indirect immunofluorescence, and bound to human epidermal hemidesmosomes by immuno-electron microscopy. These results indicate that the BP180 antigen recognized by BP and herpes gestationis autoantibodies is a unique hemidesmosomal polypeptide, distinguishable from the BP240 antigen.",Skin_and_Connective_Tissue_Diseases
"Ultrasound demonstration of a superior mesenteric artery aneurysm in a patient with Ehlers-Danlos syndrome. A large aneurysm of the superior mesenteric artery was the presumed cause of abdominal pain in an 11-year-old girl with Ehlers-Danlos syndrome. This aneurysm was readily identified by ultrasonography, suggesting that this method could be the diagnostic technique of choice in this disorder.",Skin_and_Connective_Tissue_Diseases
"DNA sequence analysis and restriction fragment length polymorphism (RFLP) typing of the HLA-DQw2 alleles associated with dermatitis herpetiformis. Dermatitis herpetiformis (DH) is a blistering autoimmune skin disease associated with a 95-100% incidence of the HLA class II antigen HLA-DQw2. Although the precise role of this antigen in the pathogenesis of DH is unclear, one theory proposes that patients with DH possess a molecularly unique subtype of the HLA-DQw2 antigen that causes immune abnormalities eventuating in the clinical manifestations of DH. To test this hypothesis, we performed DNA sequence analysis on the highly polymorphic HLA-DQB1 and HLA-DQA1 loci of eight patients with dermatitis herpetiformis. All DQB1 alleles sequenced were identical to the previously described HLA-DQB*0201 allele from HLA-DQw2 normal subjects. In addition, DQA1 alleles sequenced were identical to those alleles previously associated with HLA-DQw2 (DQA*0201, DQA*0501). These data document that although HLA-DQw2 appears to be a necessary element in the pathogenesis of DH, the development of DH is not dependent on the presence of a unique HLA-DQw2 antigen. HLA-DQ allelic typing by restriction fragment length polymorphism analysis of PCR-amplified HLA-DQA1 and HLA-DQB1 fragments was also performed in ten patients with DH to determine the allelic distribution among both HLA-DR3 (eight patients) and non-DR3 (two patients) DH patients. At the HLA-DQ beta chain locus, all patients possessed the DQB1*0201 allele. At the HLA-DQ alpha chain locus, all HLA-DR3 patients and one non-DR3 patient displayed a pattern consistent with the DQA1*0501 allele, whereas one non-DR3 patient displayed a pattern consistent with the DQA1*0201 allele. These data document that patients with DH do not express a unique HLA-DQw2 heterodimer, that the HLA-DQw2 molecules present in patients with DH have no DNA sequence differences from those found in normal HLA-DQw2 subjects and therefore that susceptibility to DH is not due to a unique HLA-DQw2 molecule.",Skin_and_Connective_Tissue_Diseases
"Caseating cutaneous granulomas in a patient with X-linked infantile hypogammaglobulinemia. A 34-year-old man with X-linked infantile hypogammaglobulinemia, bronchiectasis, and chronic liver disease had a papular eruption on the trunk and upper extremities. A biopsy specimen revealed caseating granulomas, but special stains, cultures, and electron microscopy failed to reveal an infectious organism. Immunohistochemistry showed that the lymphocytes within the granulomas were almost exclusively of the CD8+ cytotoxic/suppressor T phenotype. Phenotypic analysis of the circulating lymphocytes showed normal numbers of CD4+ (helper/inducer) and CD8+ T cells, whereas B cells were undetectable. Other examples of noninfectious granulomatous disease have been reported in patients with primary hypogammaglobulinemia, but this is the first case of caseating cutaneous granulomatous disease to be reported in a patient with X-linked infantile hypogammaglobulinemia.",Skin_and_Connective_Tissue_Diseases
"De novo carcinoma of the lower urinary tract in renal allograft recipients. Immunocompetence has been postulated as an important defense against the progression of urothelial carcinoma. Three cases of de novo lower urinary tract carcinoma in renal transplant recipients demonstrated the potential for unusually rapid urothelial extension and invasion in chronically immunosuppressed patients. Two patients had a history of perineal condyloma acuminata; tumors from 1 of these harbored the genetic sequences of human papillomavirus type 6. One patient had multiple manifestations of cyclophosphamide-related urothelial injury, including bladder carcinoma. Treatment of 2 patients culminated in a radical operation during which the remaining native urinary system was resected completely, with sacrifice of the allograft kidney in 1 and diversion into an ileal conduit in 1. The remaining patient underwent urethrectomy and partial cystectomy with a sigmoid conduit.",Skin_and_Connective_Tissue_Diseases
"Antagonistic and agonistic effects of transforming growth factor-beta and IL-1 in rheumatoid synovium. We investigated potential mechanisms by which lymphocytes infiltrating rheumatoid synovium become immunosuppressed. In 20 of 22 synovial fluids and 12 of 13 synovial tissue culture supernatants, no IL-1 bioactivity could be detected in the thymocyte proliferation assay. These same preparations could, however, support proliferation of fibroblast monolayers, consistent with the presence of IL-1 and/or other fibroblast growth factors. Addition of either rheumatoid synovial fluids or synovial culture supernatants to exogenous IL-1 in the IL-1 bioassay caused marked inhibition of the assay indicative of an IL-1 inhibitor. This inhibition of IL-1 could be reversed by treating the effusions or supernatants with a neutralizing antibody to transforming growth factor-beta (TGF-beta). Furthermore, monocyte-macrophages isolated from rheumatoid synovial fluid constitutively released both latent and active TGF-beta in culture at levels sufficient to completely block the biologic activity of 100 U/ml IL-1. The production of substantial levels of TGF-beta by synovial macrophages, as well as the apparent ability of these inflammatory macrophages to activate latent TGF-beta, implicates TGF-beta not only as an important inhibitor of IL-1-induced lymphocyte proliferation, but also as a key cytokine in promoting synovial fibroblast hyperplasia and pathology.",Skin_and_Connective_Tissue_Diseases
"Applications of a computer simulation model of the natural history of CD4 T-cell number in HIV-infected individuals. Data from the Multicenter AIDS Cohort Study (MACS) of 1637 gay men, recruited in 1984 and 1985 in Los Angeles and followed at 6-monthly intervals, are used to develop a computer simulation model of the typical pattern of CD4 T-cell number changes in HIV-infected AIDS-free subjects. The empirical model incorporates the following features: (1) within-person and between-person variability in CD4 measurements; (2) variation in the rates of decline of CD4 values; (3) variation in the level of CD4 at which clinical AIDS is diagnosed, and (4) greater absolute variation in CD4 values in men with high CD4 levels compared with men with low CD4 values. Three applications of the model to assist in the design and interpretation of clinical trials are given. Further applications to clinical trials and to estimate the current and future spectrum of HIV-mediated immunological disease in the USA, as measured by the CD4 values, are discussed.",Virus_Diseases
"Bullous pyoderma gangrenosum after granulocyte colony-stimulating factor treatment. The hematopoietic growth factors are under investigation for the treatment of patients with chemotherapy-induced bone marrow suppression. One such trial at the University of California, Los Angeles involves chemotherapy with or without granulocyte colony-stimulating factor (G-CSF) in patients with small cell lung cancer. The authors report a case of a patient who had bullous pyoderma gangrenosum at the site of previous eczema during treatment with G-CSF. The lesions resolved promptly when the drug was discontinued. Other investigators have recently reported inflammatory complications of G-CSF and granulocyte-macrophage colony-stimulating factor (GM-CSF) but this is the first case report of biopsy-proven neutrophilic dermatosis associated with administration of a hematopoietic growth factor. Patients should be monitored for development of inflammatory processes during G-CSF therapy and this therapy should be given with caution to those patients with existing inflammatory conditions.",Skin_and_Connective_Tissue_Diseases
"The skin in mastocytosis. The most frequent site of organ involvement in patients with any form of mastocytosis is the skin. Cutaneous expressions include urticaria pigmentosa, mastocytoma, diffuse and erythrodermic cutaneous mastocytosis, and telangiectasia macularis eruptiva perstans. The cutaneous lesions tend to appear early in life. Although urticaria pigmentosa has been reported in 12 pairs of twins and one set of triplets, the majority of affected individuals have no familial association. Most patients with systemic mastocytosis have skin lesions; however, an occasional patient will have systemic disease with no other skin features than flushing. In lesional cutaneous sites and in non-lesional skin, there is an increase in the number of mast cells. Electron microscopy shows quantitative differences between lesional skin mast cells from patients with and without systemic disease. The mast cells from adult patients with systemic disease have a larger mean cytoplasmic area, nuclear size, and granule diameter. The granules contain predominantly grating/lattice structures. The cutaneous mast cells contain tryptase and chymase. They retain their functional reactivities to relevant secretory stimuli, such as C3a, morphine sulfate, and calcium ionophore A23187. Lesional skin contains histamine, leukotriene B4, prostaglandin D2, 5-hydroxyeicosatetraenoic acid, platelet-activating factor, and heparin. Treatment of the cutaneous manifestations includes the use of H1 and H2 antihistamines, oral disodium cromoglycate, psoralens plus ultraviolet A photochemotherapy, and potent topical corticosteroid preparations.",Skin_and_Connective_Tissue_Diseases
"Lincomycin injections for upper respiratory tract infections: a comparison of findings in a rural clinic with analysis of a national data base. A review of the records of patients attending a rural family practice clinic indicated that 13% had received ""cold shots"" (lincomycin with or without chlorpheniramine). The providers who assumed management of the clinic when the previous physician retired judged these injections inappropriate, but patients believed that they were effective and expected to continue to receive them. This study included 51 consecutive patients seen in the clinic for treatment of a cold and compared those who expected an injection with those who did not. Thirty-four patients (67%) expected an injection but instead received education about upper respiratory tract infections and symptomatic treatment. Half of these patients (17) were not satisfied with this alternative, and 10 reportedly went to another provider for an injection. Compared with patients who did not expect an injection, patients who did were older (P less than .001), had longer duration of symptoms (P less than .02), and were more likely to have tried nonprescription remedies (P less than .001). Analysis of the 1985 National Ambulatory Medical Care Survey indicates that the administration of lincomycin is not uncommon (an estimated 800,000 injections were given in 1985) and that lincomycin is more likely to be administered by a rural solo physician practicing in the north central or southern regions of the United States.",Virus_Diseases
"Intravesical condyloma acuminatum with progression to verrucous carcinoma. Condyloma acuminatum is a common form of venereal disease. Most patients with condylomata acuminata suffer from only the local cosmetic and irritative effects of the lesions. Few patients have progression to aggressive, regionally distributed lesions that can be life-threatening. We describe a forty-three-year-old white woman who had a seventeen-year history of scleroderma with extravesical and intravesical condylomata acuminata. During two years of conservative management with transurethral excision, electrocoagulation, and intravesical chemotherapy, the disease progressed to involve the entire bladder and resulted in obstructive renal insufficiency that required anterior exenteration and urinary diversion. The natural history of the disease is described, and the relevant literature is reviewed.",Skin_and_Connective_Tissue_Diseases
"Responsiveness to interleukin 4 and interleukin 2 of peripheral blood mononuclear cells in atopic dermatitis. Although the pathogenesis of atopic dermatitis (AD) is unknown, many immunologic abnormalities such as high levels of serum IgE and increase of IgE Fc receptor-positive lymphocytes have been demonstrated. Recently, interleukin 4 (IL-4) has been shown to induce enormously the production of IgE and to enhance the expression of IgE Fc receptor by B cells, suggesting the possible involvement of IL-4 in the pathogenesis of AD. We examined IL-4 responsiveness or interleukin 2 (IL-2) responsiveness of peripheral blood mononuclear cells of 31 patients with AD, 19 healthy individuals, and seven patients with other skin diseases. We found that IL-4 responsiveness of AD was higher than that of non-AD control, although IL-2 responsiveness of AD showed no significant change. However, the value of the IL-4 responsiveness did not significantly correlate with the clinical severity, personal history of respiratory allergy, serum IgE level, or clinical course of patients with AD. The hyperresponsiveness to IL-4 detected in AD was not likely to be due to the effects of steroids or anti-mast cell drugs because the value of IL-4 responsiveness was significantly low, compared to AD, in patients with other skin diseases who were treated similarly. Because the T-cell-enriched population, but not the B-cell-enriched population, showed significant proliferation in response to exogenous IL-4 or IL-2, T cells were the main population that reacted in our proliferation assay. These results indicate that IL-4-driven proliferative response may be efficiently operative in T cells in patients with AD.",Skin_and_Connective_Tissue_Diseases
"Transmission of retroviral infection by transfusion of seronegative blood in nonhuman primates. Techniques such as polyclonal B cell activation with pokeweed mitogen (PWM) and polymerase chain reaction (PCR) analysis have documented the existence of simian immunodeficiency virus (SIV)-and human immunodeficiency virus type 1-seronegative but infected humans and nonhuman primates. To establish whether blood from such seronegative but PWM- and PCR-positive monkeys can transmit infection, naive macaques were transfused with whole blood (n = 2) or cultured cells and supernatant fluid (n = 2) from two seronegative but PWM- and PCR-positive sooty mangabeys. After transfusion, three of the four recipients seroconverted, and peripheral blood mononuclear cells from all four recipients secreted SIV-reactive antibodies upon polyclonal activation in vitro and were SIV-positive by PCR that used highly specific gag primer pairs and probe. In addition, CD8+ cells from all four recipients markedly inhibited replication of SIV in autologous cells in vitro. These data suggest caution in the sole use of serologic tests for the detection of retroviral infection and document the ability of such blood samples to transmit infection.",Virus_Diseases
"Folic acid absorption in patients infected with the human immunodeficiency virus. To determine the folic acid absorption characteristics of patients with human immunodeficiency virus (HIV) infection, a prospective, controlled, result-blind single-dose oral absorption study was conducted. A total of 25 subjects were fasted and given 5 mg oral folic acid; blood samples were taken at time zero and after 30, 60, 90 and 180 min. Absorption of folic acid appears to be significantly impaired in HIV disease, irrespective of the stage of the disease and notwithstanding gastro-intestinal complaints, pathogen-negative diarrhoea or drug treatment. We here present functional data, complementary to previously reported structural and biochemical findings, to support the hypothesis that the virus can cause an enteropathy in the absence of opportunist infection. Folinic acid is absorbed by the same gut mechanism as folic acid, so caution may be needed when employing oral folinic acid rescue procedures in these patients, even when resting serum and red cell folate levels appear to be normal.",Virus_Diseases
"Prior poliomyelitis-reduced capillary supply and metabolic enzyme content in hypertrophic slow-twitch (type I) muscle fibres. Capillary supply and oxidative and glycolytic enzyme activities were determined in muscle biopsies from the tibialis anterior muscle in six prior polio patients and a control group. The polio patients, who had paresis and atrophy, but were able to walk normally by making maximal use of all remaining anterior tibial motor units, showed type I (slow-twitch) muscle fibre predominance with a mean (SD) of 98 (2%) type I fibres versus 81 (8)% in the controls (p less than 0.01) and muscle fibre hypertrophy, the average type I fibre cross-sectional area being 108% (p less than 0.005) larger than in the controls. The number of capillaries per muscle fibre was not significantly different from that in the control group, but with the increased muscle fibre area in the polio patients, the capillary density was significantly lower. The number of capillaries in contact with type I fibres relative to fibre area was 40% lower in the patients than in the controls (p less than 0.005). The levels of citrate synthase and phosphofructokinase were significantly lower (38% and 33%, respectively, p less than 0.05) in the patients than in the controls, indicating decreased oxidative and glycolytic potentials in the muscle fibres of the polio patients. It is proposed that the abnormal high-frequency activation of all remaining motor units during each step cycle recorded in these patients constitutes a stimulus for type I muscle fibre predominance and hypertrophy but that the overall low muscle usage results in a decreased stimulation of capillary proliferation and mitochondrial enzyme synthesis.",Virus_Diseases
"Increased TNF-alpha secretion by alveolar macrophages from patients with rheumatoid arthritis. Tumor necrosis factor alpha (TNF) and interleukin-1 (IL-1) production by alveolar macrophages (AM) was evaluated in 17 rheumatoid arthritis (RA) patients without interstitial lung disease (ILD, Group 1) and 14 RA patients with clinical ILD (Group 2) in comparison with 10 control subjects. AM after recovery by bronchoalveolar lavage were selected by adherence, and then supernatants were collected after 3 or 24 h of culture. Results showed no modification of IL-1 synthesis in either group of RA patients. Spontaneous TNF production was significantly increased in Group 2 (2.5 +/- 0.5 ng/ml) as well as in Group 1 (2.4 +/- 0.4 ng/ml) compared with control subjects (0.43 +/- 0.1 ng/ml, p less than 0.001). In addition, AM from patients untreated or treated exclusively by nonsteroidal antiinflammatory drugs produced similar levels of TNF, whereas those receiving corticosteroids, second-line drugs (such as sulfasalazine, aurothiomalate, and methotrexate), or the combination of both therapy regimens released significantly less TNF. Interestingly, TNF was not different in both groups, but Group 2 had a markedly increased ratio of local immune complex to albumin in bronchoalveolar lavage fluid (0.47 +/- 0.12 versus 0.07 +/- 0.02 in Group 1; p less than 0.002). TNF thus appears an additional component of RA subclinical alveolitis in RA, but its prognostic value and its precise role in lung damage remain to be determined. Development of ILD requires certainly complex interactions of synergistic factors, possibly including local immune complexes detected in BAL fluids.",Skin_and_Connective_Tissue_Diseases
"Occurrence of neoplasia in patients with rheumatoid arthritis enrolled in a DMARD Registry. Rheumatoid Arthritis Azathioprine Registry Steering Committee. The Rheumatoid Arthritis Azathioprine Registry (RAAR) was established in 1982 to examine the safety of azathioprine (AZA) and other disease modifying agents (DMARD) in the treatment of RA. In yearly followup over the past 7 years, 20 malignant conditions have been reported in 530 DMARD treated adult patients with RA. Incidence density ratios (IDR) and standardized morbidity ratios (SMR) were calculated to assess cancer risk. For all cancers the SMR was 1.52 (95% CI 0.90-2.60). For men the SMR was 1.71 (95% CI 0.84-3.52); for women the SMR was 1.52 (95% CI 0.89-2.60). Adjusted for age, the IDR was highest in the 70-79-year-old study population (3.41). The age and sex adjusted SMR for lymphoproliferative disorders and myeloma was 8.05 (95% CI 3.30-20.81). The SMR for lung cancer (n = 6) was also increased (3.37; 95% CI 1.58-7.34). Compared with the general population, patients with RA requiring DMARD therapy may be at increased risk of malignancy, particularly lymphoproliferative disorders. The RAAR is an important prospective technique which will ultimately permit assessment of neoplasia risk by type and duration of DMARD therapy.",Skin_and_Connective_Tissue_Diseases
"HTLV-I-associated myelopathy in a Californian: diagnosis by reactivity to a viral recombinant antigen. A male patient developed leg numbness and weakness, and bowel, bladder, and erectile dysfunction. Examination revealed an isolated thoracic myelopathy, with lower-extremity spasticity, decreased vibration and position sense, hyperreflexia, and Babinski's signs. Serum and CSF showed antibody reactivity to human T-cell lymphotropic virus type I or II (HTLV-I/II), suggesting HTLV-I-associated myelopathy. Antibody reactivity to a unique HTLV-I recombinant protein provided definitive diagnosis of HTLV-I infection.",Virus_Diseases
"Passive transfer of local immunity to influenza virus infection by IgA antibody. Secretory IgA is presumed to be the mediator of mucosal immunity based on many studies that show a correlation between protection and secretory IgA titers; however, a causal relationship has not yet been established. Classically, passive transfer of antibody has been used to demonstrate causality, but the passive transfer of local immunity with physiologically transported IgA has not been previously reported. In this study mice were injected intravenously with polymeric IgA (pIgA), monomeric IgA (mIgA), or IgG1 mAb specific for the H1 hemaglutinin of PR8 influenza virus. pIgA was shown to be specifically transported into nasal secretions relative to the mIg. The transported pIgA was functional, as evidenced by its ability to bind to virus in an ELISA assay and to protect nonimmune mice against intranasal infection with H1N1 but not H3N2 influenza virus. Intravenous injection of similar virus-neutralizing doses of anti-influenza IgG1 mAb did not protect against nasal viral challenge. IgA-mediated protection could be abrogated by the intranasal administration of antiserum against the alpha chain of IgA. These data demonstrate the passive transfer of local immunity by the i.v. administration of pIgA antibody and show that the IgA in secretions can protect against influenza virus infection. This general approach could provide a model for the evaluation of the role of local IgA in host defense against other pathogens.",Virus_Diseases
"Followup study of possible HIV seropositivity among abusers of parenteral drugs in 1971-72. Serum specimens obtained from a nationwide sample of parenteral drug abusers (PDAs) during the period 1971-72 had previously been screened for human immunodeficiency virus (HIV) antibodies. Some specimens were considered to be positive to both ELISA and Western blot (WB) analysis. These findings have been a topic of controversy, since HIV was not thought to have penetrated at-risk populations at such an early date. This study was a followup of those PDAs with apparent seropositivity to WB analysis. Of 10 persons followed, only one death (in 1985) was documented, and postmortem findings were inconsistent with HIV infection. Eight of the remaining PDAs were traced and found to be alive and well in 1989. Fresh specimens were obtained from the two persons with the strongest 1971-72 WB staining and were found to be both ELISA and WB negative on retesting. Their T-cell parameters were within normal limits. We concluded that the earlier WB results were most likely false positives and that definitive evidence of HIV infection in the U.S. addict population as early as 1971-72 is still lacking.",Virus_Diseases
Treatment of idiopathic guttate hypomelanosis with liquid nitrogen: light and electron microscopic studies. Idiopathic guttate hypomelanosis is a common skin disorder of unknown cause. Our studies have shown that significantly fewer dopa-positive melanocytes are in the white macules of idiopathic guttate hypomelanosis than in normal skin. By electron microscopy we observed that the melanocytes in the lesional skin were round and less dendritic with fewer melanosomes than in normal pigment cells. Lesions gently frozen with liquid nitrogen repigmented in 6 to 8 weeks. The number of dopa-positive melanocytes was significantly greater in the repigmented areas than in untreated lesions but less than in normal skin.,Skin_and_Connective_Tissue_Diseases
"Identification of a major peanut allergen, Ara h I, in patients with atopic dermatitis and positive peanut challenges. Peanuts are among the most common causes of immediate hypersensitivity reactions to foods. Serum from nine patients with atopic dermatitis and a positive double-blind, placebo-controlled, food challenge to peanut were used to begin the process of identification and purification of the major peanut allergens. Identification of a major peanut allergen was accomplished by use of anion-exchange column chromatography, sodium dodecyl sulfate-polyacrylamide gel electrophoresis, ELISA, thin-layer isoelectric focusing, and IgE-specific immunoblotting. Anion-exchange chromatography revealed several fractions that bound IgE from the serum of the challenge-positive patient pool. By measuring antipeanut-specific IgE in the ELISA and in IgE-specific immunoblotting, we identified an allergenic component with two Coomassie brilliant blue staining bands by sodium dodecyl sulfate-polyacrylamide gel electrophoresis with a mean molecular weight of 63.5 kd. Examination of this fraction by the IgE antipeanut ELISA with individual serum and by the ELISA-inhibition assay with pooled serum, we identified this fraction as a major allergen. Thin-layer isoelectric focusing and immunoblotting of this 63.5 kd fraction revealed it to have an isoelectric point of 4.55. Based on allergen nomenclature of the IUIS Subcommittee for Allergen Nomenclature, this allergen is designated, Ara h I (Arachis hypogaea).",Skin_and_Connective_Tissue_Diseases
"Education level and rheumatoid arthritis: evidence from five data centers. Data on 2,006 patients with rheumatoid arthritis (RA) for 1984 and 1986 were analyzed from 5 American Rheumatism Association Medical Information Systems patient centers to assess covariates of future disability. The dependent variable was the Health Assessment Questionnaire disability index, measured in 1986. Independent variables, measured in 1984, include years of schooling, age, age squared, sex, labor force status, occupation, marital status, race, income, sedimentation rate, log latex, number of tender joints, and duration of illness. A negative association between schooling and the disability index is strongly apparent for men and weaker in women. Results for men persist even after adjustment for occupation and income, but not after additional adjustment for biological variables. The effects of schooling upon progression of RA are complex and interpretation requires simultaneous assessment of a variety of other variables. Causal effects of level of schooling are seen with a social science perspective which considers the biologic data to represent dependent variables yet cannot be inferred from a clinical model which considers the biology of the disease as an independent variable.",Skin_and_Connective_Tissue_Diseases
"Survival and vehicular spread of human rotaviruses: possible relation to seasonality of outbreaks. In developing countries rotavirus infections account for nearly 6% of all diarrheal episodes and for 20% of diarrhea-associated deaths of young children. Even in industrialized countries rotavirus diarrhea in the young is among the leading causes of hospitalization. In temperate regions institutional outbreaks of the disease occur mainly in cold dry weather, whereas in tropical settings the seasonality is less well defined. Waterborne outbreaks of rotavirus gastroenteritis have been recorded; air, hands, fomities, and food may also act as vehicles for this infection. Rotaviruses can survive for weeks in potable and recreational waters and for at least 4 hours on human hands. In air and on nonporous inanimate surfaces, the survival of rotaviruses is favored by a relative humidity of less than or equal to 50% and viral infectivity can be retained for several days. Rotaviruses are relatively resistant to commonly used hard-surface disinfectants and hygienic hand-wash agents.",Virus_Diseases
"Implications of self-reported cognitive and motor dysfunction in HIV-positive patients. OBJECTIVE: The authors examined HIV-positive subjects to determine the relationship of patient complaints of cognitive and motor dysfunction to psychiatric status and performance on established cognitive and motor function tests. METHOD: HIV-positive volunteers (N = 77) were evaluated at entry into a longitudinal neurological study. Forty were asymptomatic, 29 had AIDS-related complex, and eight had AIDS. The subjects were not selected for the presence or absence of cognitive or motor complaints. Complaints of cognitive and motor dysfunction were assessed with items from the AIDS Clinical Trials Group Macro Neurologic Exam. Current depression and anxiety were assessed with the Profile of Mood States. Psychiatric status was assessed with the NIMH Diagnostic Interview Schedule, a structured interview that provides DSM-III psychiatric diagnoses. Actual cognitive and motor performance was measured with standard neuropsychological tests known to be sensitive to the effects of HIV. RESULTS: Cognitive complaints were found in 38 (49%) of the subjects. These complaints were associated with psychiatric symptoms but not with cognitive performance. Motor complaints, found in 12 (16%) of the subjects, were associated with poorer motor performance but not with psychiatric symptoms. The overall frequency of psychiatric diagnosis was high. CONCLUSIONS: Self-reports of cognitive and motor dysfunction were common in this unselected group and are of concern to health care providers. Potentially treatable psychiatric conditions were also common, particularly in subjects with cognitive complaints, and appropriate treatment referrals are indicated. Patients who report motor dysfunction should be neurologically evaluated for treatable causes.",Virus_Diseases
"Auro-nasopharyngeal polyp and cholesteatoma. We report the association of an auronasopharyngeal polyp arising in a congenitally abnormal middle ear and Eustachian tube. Subsequently, ten years after removal of the polyp and insertion of a ventilation tube, there was recurrence of the polyp in association with cholesteatoma of the middle ear.",Skin_and_Connective_Tissue_Diseases
"Treatment of drug-induced agranulocytosis with recombinant GM-CSF  A 53-year male patient, treated for rheumatoid arthritis with sulphasalazine, developed a total agranulocytosis. When this state had prevailed for at least 10 d no bone marrow granulocyte progenitor cells were detectable. Intravenous GM-CSF treatment was initiated 5 d later, and the patient recovered within the next 6 d. GM-CSF treatment for severe agranulocytosis deserves further investigation.",Skin_and_Connective_Tissue_Diseases
"A double-blind, vehicle-controlled study evaluating masoprocol cream in the treatment of actinic keratoses on the head and neck. This double-blind, vehicle-controlled, multicenter study evaluated the efficacy and safety of a new topical antineoplastic agent, masoprocol, in the treatment of actinic keratoses of the head and neck. Of the 113 patients who applied topical masoprocol twice a day for 14 to 28 days, there was a mean decrease in actinic keratoses from 15.0 to 5.4 and a median percent reduction from baseline actinic keratosis count of 71.4% at the 1-month follow-up visit. Comparable numbers for the vehicle-treated group were 13.4 to 11.1 actinic keratoses and 4.3% median percent reduction. Irritation, as manifested by erythema or flaking, occurred in 61.5% of topical masoprocol-treated patients versus 26.7% of those treated with vehicle and did not correlate with clinical response. Topical masoprocol appears to be useful in the treatment of actinic keratoses.",Skin_and_Connective_Tissue_Diseases
"Elevated thymidine phosphorylase activity in psoriatic lesions accounts for the apparent presence of an epidermal ""growth inhibitor,"" but is not in itself growth inhibitory. An apparent tissue-specific growth inhibitor, or chalone, obtained from psoriatic lesions was tentatively identified in the 100-kDa fraction based upon inhibition of DNA synthesis, as measured by [3H]-thymidine uptake by a squamous cell carcinoma cell line, SCC 38. This fraction, however, failed to inhibit SCC 38 cell growth when assessed directly in a neutral red uptake assay. Characterization of the inhibitor of [3H]-thymidine uptake revealed it to have biochemical properties identical to thymidine phosphorylase: 1) molecular weight close to 100 kDa, 2) isoelectric point of 4.2, and 3) thymidine phosphorylase enzyme activity. Thus, we conclude that its ability to inhibit [3H]-thymidine uptake was due to thymidine catabolism rather than inhibition of DNA synthesis or growth inhibition. Examination of thymidine phosphorylase activity in keratome biopsies from psoriatic and normal skin demonstrated a twentyfold increase in activity in psoriatic lesions relative to non-lesional or normal skin. This increase in metabolism of thymidine was due to thymidine phosphorylase rather than uridine phosphorylase activity. The correlation between increased thymidine phosphorylase activity and increased keratinocyte proliferation in vitro (cultured) and in vivo (psoriasis), suggests that this enzyme may play a critical role in providing the thymidine necessary for keratinocyte proliferation.",Skin_and_Connective_Tissue_Diseases
"Spontaneous carotid-cavernous fistulae in Ehlers-Danlos syndrome Type IV. Case report. Spontaneous bilateral carotid-cavernous fistulae and cervical artery dissection is reported in a 20-year-old woman with Ehlers-Danlos syndrome Type IV. The clinical features of 16 previously published cases of spontaneous carotid-cavernous fistulae associated with Ehlers-Danlos syndrome Type IV are reviewed, for a total of 17 cases. The mean age of the 14 women and three men was 31.6 years. Only direct fistulae were encountered. Diagnostic neuroangiography carried morbidity and mortality rates of 36% and 12%, respectively; neuroradiological treatment resulted in death in one of six patients. The possible value of desmopressin in the management of these patients is discussed. In view of the risks of arterial puncture and surgery, the authors emphasize the importance of early recognition of Ehlers-Danlos syndrome.",Skin_and_Connective_Tissue_Diseases
